sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
size_0307,size,gasmask,"Which is bigger, the gasmask?",gasmask,snowplow,arbitration_dataset/images/size/size_0307_cf.png,arbitration_dataset/images/size/size_0307_std.png,visual_counterfact
size_0308,size,gasmask,"Which is bigger, the gasmask?",nail,gasmask,arbitration_dataset/images/size/size_0308_cf.png,arbitration_dataset/images/size/size_0308_std.png,visual_counterfact
size_0309,size,goat,"Which is bigger, the goat?",key,goat,arbitration_dataset/images/size/size_0309_cf.png,arbitration_dataset/images/size/size_0309_std.png,visual_counterfact
size_0310,size,goat,"Which is bigger, the goat?",goat,bus,arbitration_dataset/images/size/size_0310_cf.png,arbitration_dataset/images/size/size_0310_std.png,visual_counterfact
size_0311,size,goldfinch,"Which is bigger, the goldfinch?",matchstick,goldfinch,arbitration_dataset/images/size/size_0311_cf.png,arbitration_dataset/images/size/size_0311_std.png,visual_counterfact
size_0312,size,goldfinch,"Which is bigger, the goldfinch?",goldfinch,marimba,arbitration_dataset/images/size/size_0312_cf.png,arbitration_dataset/images/size/size_0312_std.png,visual_counterfact
size_0313,size,goldfish,"Which is bigger, the goldfish?",goldfish,deer,arbitration_dataset/images/size/size_0313_cf.png,arbitration_dataset/images/size/size_0313_std.png,visual_counterfact
size_0314,size,goldfish,"Which is bigger, the goldfish?",beans,goldfish,arbitration_dataset/images/size/size_0314_cf.png,arbitration_dataset/images/size/size_0314_std.png,visual_counterfact
size_0315,size,golf ball,"Which is bigger, the golf ball?",rapeseed,golf ball,arbitration_dataset/images/size/size_0315_cf.png,arbitration_dataset/images/size/size_0315_std.png,visual_counterfact
size_0316,size,gondola,"Which is bigger, the gondola?",gondola,container ship,arbitration_dataset/images/size/size_0316_cf.png,arbitration_dataset/images/size/size_0316_std.png,visual_counterfact
size_0317,size,gondola,"Which is bigger, the gondola?",loudspeaker,gondola,arbitration_dataset/images/size/size_0317_cf.png,arbitration_dataset/images/size/size_0317_std.png,visual_counterfact
size_0318,size,gopher,"Which is bigger, the gopher?",beans,gopher,arbitration_dataset/images/size/size_0318_cf.png,arbitration_dataset/images/size/size_0318_std.png,visual_counterfact
size_0319,size,gopher,"Which is bigger, the gopher?",gopher,deer,arbitration_dataset/images/size/size_0319_cf.png,arbitration_dataset/images/size/size_0319_std.png,visual_counterfact
size_0320,size,gorilla,"Which is bigger, the gorilla?",gorilla,birch,arbitration_dataset/images/size/size_0320_cf.png,arbitration_dataset/images/size/size_0320_std.png,visual_counterfact
size_0321,size,grape,"Which is bigger, the grape?",ant,grape,arbitration_dataset/images/size/size_0321_cf.png,arbitration_dataset/images/size/size_0321_std.png,visual_counterfact
size_0322,size,grapefruit,"Which is bigger, the grapefruit?",grapefruit,chainlink,arbitration_dataset/images/size/size_0322_cf.png,arbitration_dataset/images/size/size_0322_std.png,visual_counterfact
size_0323,size,grapefruit,"Which is bigger, the grapefruit?",cigarette,grapefruit,arbitration_dataset/images/size/size_0323_cf.png,arbitration_dataset/images/size/size_0323_std.png,visual_counterfact
size_0324,size,grasshopper,"Which is bigger, the grasshopper?",grasshopper,saxophone,arbitration_dataset/images/size/size_0324_cf.png,arbitration_dataset/images/size/size_0324_std.png,visual_counterfact
size_0325,size,grasshopper,"Which is bigger, the grasshopper?",housefly,grasshopper,arbitration_dataset/images/size/size_0325_cf.png,arbitration_dataset/images/size/size_0325_std.png,visual_counterfact
size_0326,size,grater,"Which is bigger, the grater?",grater,bearskin,arbitration_dataset/images/size/size_0326_cf.png,arbitration_dataset/images/size/size_0326_std.png,visual_counterfact
size_0327,size,grater,"Which is bigger, the grater?",ring,grater,arbitration_dataset/images/size/size_0327_cf.png,arbitration_dataset/images/size/size_0327_std.png,visual_counterfact
size_0328,size,grenade,"Which is bigger, the grenade?",grenade,dolphin,arbitration_dataset/images/size/size_0328_cf.png,arbitration_dataset/images/size/size_0328_std.png,visual_counterfact
size_0329,size,grenade,"Which is bigger, the grenade?",spider,grenade,arbitration_dataset/images/size/size_0329_cf.png,arbitration_dataset/images/size/size_0329_std.png,visual_counterfact
size_0330,size,groenendael,"Which is bigger, the groenendael?",groenendael,catamaran,arbitration_dataset/images/size/size_0330_cf.png,arbitration_dataset/images/size/size_0330_std.png,visual_counterfact
size_0331,size,groundhog,"Which is bigger, the groundhog?",groundhog,ambulance,arbitration_dataset/images/size/size_0331_cf.png,arbitration_dataset/images/size/size_0331_std.png,visual_counterfact
size_0332,size,groundhog,"Which is bigger, the groundhog?",strawberry,groundhog,arbitration_dataset/images/size/size_0332_cf.png,arbitration_dataset/images/size/size_0332_std.png,visual_counterfact
size_0333,size,guacamole,"Which is bigger, the guacamole?",guacamole,tree,arbitration_dataset/images/size/size_0333_cf.png,arbitration_dataset/images/size/size_0333_std.png,visual_counterfact
size_0334,size,guitar,"Which is bigger, the guitar?",golf ball,guitar,arbitration_dataset/images/size/size_0334_cf.png,arbitration_dataset/images/size/size_0334_std.png,visual_counterfact
size_0335,size,guitar,"Which is bigger, the guitar?",guitar,fireboat,arbitration_dataset/images/size/size_0335_cf.png,arbitration_dataset/images/size/size_0335_std.png,visual_counterfact
size_0336,size,gun,"Which is bigger, the gun?",gun,lawn mower,arbitration_dataset/images/size/size_0336_cf.png,arbitration_dataset/images/size/size_0336_std.png,visual_counterfact
size_0337,size,hare,"Which is bigger, the hare?",hare,ambulance,arbitration_dataset/images/size/size_0337_cf.png,arbitration_dataset/images/size/size_0337_std.png,visual_counterfact
size_0338,size,hare,"Which is bigger, the hare?",strawberry,hare,arbitration_dataset/images/size/size_0338_cf.png,arbitration_dataset/images/size/size_0338_std.png,visual_counterfact
size_0339,size,hartebeest,"Which is bigger, the hartebeest?",camera,hartebeest,arbitration_dataset/images/size/size_0339_cf.png,arbitration_dataset/images/size/size_0339_std.png,visual_counterfact
size_0340,size,harvester,"Which is bigger, the harvester?",armadillo,harvester,arbitration_dataset/images/size/size_0340_cf.png,arbitration_dataset/images/size/size_0340_std.png,visual_counterfact
size_0341,size,hay,"Which is bigger, the hay?",hay,tree,arbitration_dataset/images/size/size_0341_cf.png,arbitration_dataset/images/size/size_0341_std.png,visual_counterfact
size_0342,size,heron,"Which is bigger, the heron?",lipstick,heron,arbitration_dataset/images/size/size_0342_cf.png,arbitration_dataset/images/size/size_0342_std.png,visual_counterfact
size_0343,size,heron,"Which is bigger, the heron?",heron,tree,arbitration_dataset/images/size/size_0343_cf.png,arbitration_dataset/images/size/size_0343_std.png,visual_counterfact
size_0344,size,hippopotamus,"Which is bigger, the hippopotamus?",hippopotamus,airliner,arbitration_dataset/images/size/size_0344_cf.png,arbitration_dataset/images/size/size_0344_std.png,visual_counterfact
size_0345,size,hippopotamus,"Which is bigger, the hippopotamus?",bottle,hippopotamus,arbitration_dataset/images/size/size_0345_cf.png,arbitration_dataset/images/size/size_0345_std.png,visual_counterfact
size_0346,size,holster,"Which is bigger, the holster?",holster,bearskin,arbitration_dataset/images/size/size_0346_cf.png,arbitration_dataset/images/size/size_0346_std.png,visual_counterfact
size_0347,size,holster,"Which is bigger, the holster?",ring,holster,arbitration_dataset/images/size/size_0347_cf.png,arbitration_dataset/images/size/size_0347_std.png,visual_counterfact
size_0348,size,honeycomb,"Which is bigger, the honeycomb?",earthstar,honeycomb,arbitration_dataset/images/size/size_0348_cf.png,arbitration_dataset/images/size/size_0348_std.png,visual_counterfact
size_0349,size,honeycomb,"Which is bigger, the honeycomb?",honeycomb,truck,arbitration_dataset/images/size/size_0349_cf.png,arbitration_dataset/images/size/size_0349_std.png,visual_counterfact
size_0350,size,hornet,"Which is bigger, the hornet?",housefly,hornet,arbitration_dataset/images/size/size_0350_cf.png,arbitration_dataset/images/size/size_0350_std.png,visual_counterfact
size_0351,size,hose,"Which is bigger, the hose?",hose,bus,arbitration_dataset/images/size/size_0351_cf.png,arbitration_dataset/images/size/size_0351_std.png,visual_counterfact
size_0352,size,housefly,"Which is bigger, the housefly?",housefly,strawberry,arbitration_dataset/images/size/size_0352_cf.png,arbitration_dataset/images/size/size_0352_std.png,visual_counterfact
size_0353,size,ibex,"Which is bigger, the ibex?",ibex,tree,arbitration_dataset/images/size/size_0353_cf.png,arbitration_dataset/images/size/size_0353_std.png,visual_counterfact
size_0354,size,ibex,"Which is bigger, the ibex?",wallet,ibex,arbitration_dataset/images/size/size_0354_cf.png,arbitration_dataset/images/size/size_0354_std.png,visual_counterfact
size_0355,size,iguana,"Which is bigger, the iguana?",mouse,iguana,arbitration_dataset/images/size/size_0355_cf.png,arbitration_dataset/images/size/size_0355_std.png,visual_counterfact
size_0356,size,iguana,"Which is bigger, the iguana?",iguana,bus,arbitration_dataset/images/size/size_0356_cf.png,arbitration_dataset/images/size/size_0356_std.png,visual_counterfact
size_0357,size,impala,"Which is bigger, the impala?",wrench,impala,arbitration_dataset/images/size/size_0357_cf.png,arbitration_dataset/images/size/size_0357_std.png,visual_counterfact
size_0358,size,impala,"Which is bigger, the impala?",impala,tree,arbitration_dataset/images/size/size_0358_cf.png,arbitration_dataset/images/size/size_0358_std.png,visual_counterfact
size_0359,size,jacamar,"Which is bigger, the jacamar?",safety pin,jacamar,arbitration_dataset/images/size/size_0359_cf.png,arbitration_dataset/images/size/size_0359_std.png,visual_counterfact
size_0360,size,jack-o'-lantern,"Which is bigger, the jack-o'-lantern?",snail,jacko'lantern,arbitration_dataset/images/size/size_0360_cf.png,arbitration_dataset/images/size/size_0360_std.png,visual_counterfact
size_0361,size,jack-o'-lantern,"Which is bigger, the jack-o'-lantern?",jacko'lantern,thatch,arbitration_dataset/images/size/size_0361_cf.png,arbitration_dataset/images/size/size_0361_std.png,visual_counterfact
size_0362,size,jackfruit,"Which is bigger, the jackfruit?",jackfruit,lifeboat,arbitration_dataset/images/size/size_0362_cf.png,arbitration_dataset/images/size/size_0362_std.png,visual_counterfact
size_0363,size,jackfruit,"Which is bigger, the jackfruit?",eraser,jackfruit,arbitration_dataset/images/size/size_0363_cf.png,arbitration_dataset/images/size/size_0363_std.png,visual_counterfact
size_0364,size,jaguar,"Which is bigger, the jaguar?",jaguar,rocket,arbitration_dataset/images/size/size_0364_cf.png,arbitration_dataset/images/size/size_0364_std.png,visual_counterfact
size_0365,size,jaguar,"Which is bigger, the jaguar?",salamander,jaguar,arbitration_dataset/images/size/size_0365_cf.png,arbitration_dataset/images/size/size_0365_std.png,visual_counterfact
size_0366,size,jay,"Which is bigger, the jay?",jay,rv,arbitration_dataset/images/size/size_0366_cf.png,arbitration_dataset/images/size/size_0366_std.png,visual_counterfact
size_0367,size,jay,"Which is bigger, the jay?",mantis,jay,arbitration_dataset/images/size/size_0367_cf.png,arbitration_dataset/images/size/size_0367_std.png,visual_counterfact
size_0368,size,jean,"Which is bigger, the jean?",jean,tree,arbitration_dataset/images/size/size_0368_cf.png,arbitration_dataset/images/size/size_0368_std.png,visual_counterfact
size_0369,size,jean,"Which is bigger, the jean?",lock,jean,arbitration_dataset/images/size/size_0369_cf.png,arbitration_dataset/images/size/size_0369_std.png,visual_counterfact
size_0370,size,joystick,"Which is bigger, the joystick?",cigarette,joystick,arbitration_dataset/images/size/size_0370_cf.png,arbitration_dataset/images/size/size_0370_std.png,visual_counterfact
size_0371,size,joystick,"Which is bigger, the joystick?",joystick,chainlink,arbitration_dataset/images/size/size_0371_cf.png,arbitration_dataset/images/size/size_0371_std.png,visual_counterfact
size_0372,size,jug,"Which is bigger, the jug?",beetle,jug,arbitration_dataset/images/size/size_0372_cf.png,arbitration_dataset/images/size/size_0372_std.png,visual_counterfact
size_0373,size,jug,"Which is bigger, the jug?",jug,van,arbitration_dataset/images/size/size_0373_cf.png,arbitration_dataset/images/size/size_0373_std.png,visual_counterfact
size_0374,size,junco,"Which is bigger, the junco?",acorn,junco,arbitration_dataset/images/size/size_0374_cf.png,arbitration_dataset/images/size/size_0374_std.png,visual_counterfact
size_0375,size,junco,"Which is bigger, the junco?",junco,camel,arbitration_dataset/images/size/size_0375_cf.png,arbitration_dataset/images/size/size_0375_std.png,visual_counterfact
size_0376,size,kangaroo,"Which is bigger, the kangaroo?",salamander,kangaroo,arbitration_dataset/images/size/size_0376_cf.png,arbitration_dataset/images/size/size_0376_std.png,visual_counterfact
size_0377,size,kangaroo,"Which is bigger, the kangaroo?",kangaroo,rocket,arbitration_dataset/images/size/size_0377_cf.png,arbitration_dataset/images/size/size_0377_std.png,visual_counterfact
size_0378,size,key,"Which is bigger, the key?",key,fox,arbitration_dataset/images/size/size_0378_cf.png,arbitration_dataset/images/size/size_0378_std.png,visual_counterfact
size_0379,size,key,"Which is bigger, the key?",peas,key,arbitration_dataset/images/size/size_0379_cf.png,arbitration_dataset/images/size/size_0379_std.png,visual_counterfact
size_0380,size,knife,"Which is bigger, the knife?",matchstick,knife,arbitration_dataset/images/size/size_0380_cf.png,arbitration_dataset/images/size/size_0380_std.png,visual_counterfact
size_0381,size,knife,"Which is bigger, the knife?",knife,shark,arbitration_dataset/images/size/size_0381_cf.png,arbitration_dataset/images/size/size_0381_std.png,visual_counterfact
size_0382,size,koala,"Which is bigger, the koala?",koala,fireboat,arbitration_dataset/images/size/size_0382_cf.png,arbitration_dataset/images/size/size_0382_std.png,visual_counterfact
size_0383,size,koala,"Which is bigger, the koala?",golf ball,koala,arbitration_dataset/images/size/size_0383_cf.png,arbitration_dataset/images/size/size_0383_std.png,visual_counterfact
size_0384,size,kuvasz,"Which is bigger, the kuvasz?",kuvasz,tree,arbitration_dataset/images/size/size_0384_cf.png,arbitration_dataset/images/size/size_0384_std.png,visual_counterfact
size_0385,size,kuvasz,"Which is bigger, the kuvasz?",apples,kuvasz,arbitration_dataset/images/size/size_0385_cf.png,arbitration_dataset/images/size/size_0385_std.png,visual_counterfact
size_0386,size,lab coat,"Which is bigger, the lab coat?",lab coat,tree,arbitration_dataset/images/size/size_0386_cf.png,arbitration_dataset/images/size/size_0386_std.png,visual_counterfact
size_0387,size,lab coat,"Which is bigger, the lab coat?",lens cap,lab coat,arbitration_dataset/images/size/size_0387_cf.png,arbitration_dataset/images/size/size_0387_std.png,visual_counterfact
size_0388,size,lacewing,"Which is bigger, the lacewing?",beetle,lacewing,arbitration_dataset/images/size/size_0388_cf.png,arbitration_dataset/images/size/size_0388_std.png,visual_counterfact
size_0389,size,lacewing,"Which is bigger, the lacewing?",lacewing,panda,arbitration_dataset/images/size/size_0389_cf.png,arbitration_dataset/images/size/size_0389_std.png,visual_counterfact
size_0390,size,lamb,"Which is bigger, the lamb?",banana,lamb,arbitration_dataset/images/size/size_0390_cf.png,arbitration_dataset/images/size/size_0390_std.png,visual_counterfact
size_0391,size,lamb,"Which is bigger, the lamb?",lamb,bus,arbitration_dataset/images/size/size_0391_cf.png,arbitration_dataset/images/size/size_0391_std.png,visual_counterfact
size_0392,size,lawn mower,"Which is bigger, the lawn mower?",lawn mower,tree,arbitration_dataset/images/size/size_0392_cf.png,arbitration_dataset/images/size/size_0392_std.png,visual_counterfact
size_0393,size,lawn mower,"Which is bigger, the lawn mower?",flashlight,lawn mower,arbitration_dataset/images/size/size_0393_cf.png,arbitration_dataset/images/size/size_0393_std.png,visual_counterfact
size_0394,size,lemon,"Which is bigger, the lemon?",lemon,buzzard,arbitration_dataset/images/size/size_0394_cf.png,arbitration_dataset/images/size/size_0394_std.png,visual_counterfact
size_0395,size,lemon,"Which is bigger, the lemon?",peas,lemon,arbitration_dataset/images/size/size_0395_cf.png,arbitration_dataset/images/size/size_0395_std.png,visual_counterfact
size_0396,size,lettuce,"Which is bigger, the lettuce?",cranberry,lettuce,arbitration_dataset/images/size/size_0396_cf.png,arbitration_dataset/images/size/size_0396_std.png,visual_counterfact
size_0397,size,lettuce,"Which is bigger, the lettuce?",lettuce,walrus,arbitration_dataset/images/size/size_0397_cf.png,arbitration_dataset/images/size/size_0397_std.png,visual_counterfact
size_0398,size,lifeboat,"Which is bigger, the lifeboat?",space heater,lifeboat,arbitration_dataset/images/size/size_0398_cf.png,arbitration_dataset/images/size/size_0398_std.png,visual_counterfact
size_0399,size,lime,"Which is bigger, the lime?",peas,lime,arbitration_dataset/images/size/size_0399_cf.png,arbitration_dataset/images/size/size_0399_std.png,visual_counterfact
size_0400,size,limousine,"Which is bigger, the limousine?",cabbage,limousine,arbitration_dataset/images/size/size_0400_cf.png,arbitration_dataset/images/size/size_0400_std.png,visual_counterfact
size_0401,size,lipstick,"Which is bigger, the lipstick?",lipstick,metal barrel,arbitration_dataset/images/size/size_0401_cf.png,arbitration_dataset/images/size/size_0401_std.png,visual_counterfact
size_0402,size,lizard,"Which is bigger, the lizard?",lizard,groenendael,arbitration_dataset/images/size/size_0402_cf.png,arbitration_dataset/images/size/size_0402_std.png,visual_counterfact
size_0403,size,lizard,"Which is bigger, the lizard?",lizard,lawn mower,arbitration_dataset/images/size/size_0403_cf.png,arbitration_dataset/images/size/size_0403_std.png,visual_counterfact
size_0404,size,lizard,"Which is bigger, the lizard?",rapeseed,lizard,arbitration_dataset/images/size/size_0404_cf.png,arbitration_dataset/images/size/size_0404_std.png,visual_counterfact
size_0405,size,lizard,"Which is bigger, the lizard?",snail,lizard,arbitration_dataset/images/size/size_0405_cf.png,arbitration_dataset/images/size/size_0405_std.png,visual_counterfact
size_0406,size,lobster,"Which is bigger, the lobster?",lobster,limousine,arbitration_dataset/images/size/size_0406_cf.png,arbitration_dataset/images/size/size_0406_std.png,visual_counterfact
size_0407,size,lobster,"Which is bigger, the lobster?",grasshopper,lobster,arbitration_dataset/images/size/size_0407_cf.png,arbitration_dataset/images/size/size_0407_std.png,visual_counterfact
size_0408,size,lock,"Which is bigger, the lock?",lock,refrigerator,arbitration_dataset/images/size/size_0408_cf.png,arbitration_dataset/images/size/size_0408_std.png,visual_counterfact
size_0409,size,lotion,"Which is bigger, the lotion?",matchstick,lotion,arbitration_dataset/images/size/size_0409_cf.png,arbitration_dataset/images/size/size_0409_std.png,visual_counterfact
size_0410,size,lotion,"Which is bigger, the lotion?",lotion,marimba,arbitration_dataset/images/size/size_0410_cf.png,arbitration_dataset/images/size/size_0410_std.png,visual_counterfact
size_0411,size,loudspeaker,"Which is bigger, the loudspeaker?",lacewing,loudspeaker,arbitration_dataset/images/size/size_0411_cf.png,arbitration_dataset/images/size/size_0411_std.png,visual_counterfact
size_0412,size,lycaenid,"Which is bigger, the lycaenid?",tick,lycaenid,arbitration_dataset/images/size/size_0412_cf.png,arbitration_dataset/images/size/size_0412_std.png,visual_counterfact
size_0413,size,mackerel,"Which is bigger, the mackerel?",mackerel,pool table,arbitration_dataset/images/size/size_0413_cf.png,arbitration_dataset/images/size/size_0413_std.png,visual_counterfact
size_0414,size,mackerel,"Which is bigger, the mackerel?",cigarette,mackerel,arbitration_dataset/images/size/size_0414_cf.png,arbitration_dataset/images/size/size_0414_std.png,visual_counterfact
size_0415,size,mandarin,"Which is bigger, the mandarin?",emerald,mandarin,arbitration_dataset/images/size/size_0415_cf.png,arbitration_dataset/images/size/size_0415_std.png,visual_counterfact
size_0416,size,mandarin,"Which is bigger, the mandarin?",mandarin,jeans,arbitration_dataset/images/size/size_0416_cf.png,arbitration_dataset/images/size/size_0416_std.png,visual_counterfact
size_0417,size,matchstick,"Which is bigger, the matchstick?",ladybug,matchstick,arbitration_dataset/images/size/size_0417_cf.png,arbitration_dataset/images/size/size_0417_std.png,visual_counterfact
size_0418,size,meerkat,"Which is bigger, the meerkat?",acorn,meerkat,arbitration_dataset/images/size/size_0418_cf.png,arbitration_dataset/images/size/size_0418_std.png,visual_counterfact
size_0419,size,microscope,"Which is bigger, the microscope?",eraser,microscope,arbitration_dataset/images/size/size_0419_cf.png,arbitration_dataset/images/size/size_0419_std.png,visual_counterfact
size_0420,size,microscope,"Which is bigger, the microscope?",microscope,lifeboat,arbitration_dataset/images/size/size_0420_cf.png,arbitration_dataset/images/size/size_0420_std.png,visual_counterfact
size_0421,size,microwave,"Which is bigger, the microwave?",microwave,sailboat,arbitration_dataset/images/size/size_0421_cf.png,arbitration_dataset/images/size/size_0421_std.png,visual_counterfact
size_0422,size,mink,"Which is bigger, the mink?",nail,mink,arbitration_dataset/images/size/size_0422_cf.png,arbitration_dataset/images/size/size_0422_std.png,visual_counterfact
size_0423,size,mink,"Which is bigger, the mink?",mink,car,arbitration_dataset/images/size/size_0423_cf.png,arbitration_dataset/images/size/size_0423_std.png,visual_counterfact
size_0424,size,mirror,"Which is bigger, the mirror?",mirror,buckeye,arbitration_dataset/images/size/size_0424_cf.png,arbitration_dataset/images/size/size_0424_std.png,visual_counterfact
size_0425,size,mirror,"Which is bigger, the mirror?",lipstick,mirror,arbitration_dataset/images/size/size_0425_cf.png,arbitration_dataset/images/size/size_0425_std.png,visual_counterfact
size_0426,size,modem,"Which is bigger, the modem?",ring,modem,arbitration_dataset/images/size/size_0426_cf.png,arbitration_dataset/images/size/size_0426_std.png,visual_counterfact
size_0427,size,modem,"Which is bigger, the modem?",modem,bearskin,arbitration_dataset/images/size/size_0427_cf.png,arbitration_dataset/images/size/size_0427_std.png,visual_counterfact
size_0428,size,monarch,"Which is bigger, the monarch?",rapeseed,monarch,arbitration_dataset/images/size/size_0428_cf.png,arbitration_dataset/images/size/size_0428_std.png,visual_counterfact
size_0429,size,monarch,"Which is bigger, the monarch?",monarch,cockatoo,arbitration_dataset/images/size/size_0429_cf.png,arbitration_dataset/images/size/size_0429_std.png,visual_counterfact
size_0430,size,monitor,"Which is bigger, the monitor?",fig,monitor,arbitration_dataset/images/size/size_0430_cf.png,arbitration_dataset/images/size/size_0430_std.png,visual_counterfact
size_0431,size,moose,"Which is bigger, the moose?",cantaloupe,moose,arbitration_dataset/images/size/size_0431_cf.png,arbitration_dataset/images/size/size_0431_std.png,visual_counterfact
size_0432,size,mosquito net,"Which is bigger, the mosquito net?",cocktail shaker,mosquito net,arbitration_dataset/images/size/size_0432_cf.png,arbitration_dataset/images/size/size_0432_std.png,visual_counterfact
size_0433,size,moth,"Which is bigger, the moth?",moth,raccoon,arbitration_dataset/images/size/size_0433_cf.png,arbitration_dataset/images/size/size_0433_std.png,visual_counterfact
size_0434,size,mouse,"Which is bigger, the mouse?",peas,mouse,arbitration_dataset/images/size/size_0434_cf.png,arbitration_dataset/images/size/size_0434_std.png,visual_counterfact
size_0435,size,mug,"Which is bigger, the mug?",safety pin,mug,arbitration_dataset/images/size/size_0435_cf.png,arbitration_dataset/images/size/size_0435_std.png,visual_counterfact
size_0436,size,mushroom,"Which is bigger, the mushroom?",housefly,mushroom,arbitration_dataset/images/size/size_0436_cf.png,arbitration_dataset/images/size/size_0436_std.png,visual_counterfact
size_0437,size,mushroom,"Which is bigger, the mushroom?",mushroom,raccoon,arbitration_dataset/images/size/size_0437_cf.png,arbitration_dataset/images/size/size_0437_std.png,visual_counterfact
size_0438,size,nail,"Which is bigger, the nail?",ladybug,nail,arbitration_dataset/images/size/size_0438_cf.png,arbitration_dataset/images/size/size_0438_std.png,visual_counterfact
size_0439,size,napkin,"Which is bigger, the napkin?",hornet,napkin,arbitration_dataset/images/size/size_0439_cf.png,arbitration_dataset/images/size/size_0439_std.png,visual_counterfact
size_0440,size,napkin,"Which is bigger, the napkin?",napkin,crane,arbitration_dataset/images/size/size_0440_cf.png,arbitration_dataset/images/size/size_0440_std.png,visual_counterfact
size_0441,size,nightingale,"Which is bigger, the nightingale?",acorn,nightingale,arbitration_dataset/images/size/size_0441_cf.png,arbitration_dataset/images/size/size_0441_std.png,visual_counterfact
size_0442,size,nightingale,"Which is bigger, the nightingale?",nightingale,camel,arbitration_dataset/images/size/size_0442_cf.png,arbitration_dataset/images/size/size_0442_std.png,visual_counterfact
size_0443,size,orange,"Which is bigger, the orange?",orange,swan,arbitration_dataset/images/size/size_0443_cf.png,arbitration_dataset/images/size/size_0443_std.png,visual_counterfact
size_0444,size,orangutan,"Which is bigger, the orangutan?",sunglasses,orangutan,arbitration_dataset/images/size/size_0444_cf.png,arbitration_dataset/images/size/size_0444_std.png,visual_counterfact
size_0445,size,orangutan,"Which is bigger, the orangutan?",orangutan,rocket,arbitration_dataset/images/size/size_0445_cf.png,arbitration_dataset/images/size/size_0445_std.png,visual_counterfact
size_0446,size,orca,"Which is bigger, the orca?",orca,steel arch bridge,arbitration_dataset/images/size/size_0446_cf.png,arbitration_dataset/images/size/size_0446_std.png,visual_counterfact
size_0447,size,orca,"Which is bigger, the orca?",basketball,orca,arbitration_dataset/images/size/size_0447_cf.png,arbitration_dataset/images/size/size_0447_std.png,visual_counterfact
size_0448,size,orchid,"Which is bigger, the orchid?",orchid,rv,arbitration_dataset/images/size/size_0448_cf.png,arbitration_dataset/images/size/size_0448_std.png,visual_counterfact
size_0449,size,orchid,"Which is bigger, the orchid?",mantis,orchid,arbitration_dataset/images/size/size_0449_cf.png,arbitration_dataset/images/size/size_0449_std.png,visual_counterfact
size_0450,size,oriole,"Which is bigger, the oriole?",raspberry,oriole,arbitration_dataset/images/size/size_0450_cf.png,arbitration_dataset/images/size/size_0450_std.png,visual_counterfact
size_0451,size,ostrich,"Which is bigger, the ostrich?",cabbage,ostrich,arbitration_dataset/images/size/size_0451_cf.png,arbitration_dataset/images/size/size_0451_std.png,visual_counterfact
size_0452,size,ostrich,"Which is bigger, the ostrich?",ostrich,space shuttle,arbitration_dataset/images/size/size_0452_cf.png,arbitration_dataset/images/size/size_0452_std.png,visual_counterfact
size_0453,size,otter,"Which is bigger, the otter?",hornet,otter,arbitration_dataset/images/size/size_0453_cf.png,arbitration_dataset/images/size/size_0453_std.png,visual_counterfact
size_0454,size,oven,"Which is bigger, the oven?",oven,buckeye,arbitration_dataset/images/size/size_0454_cf.png,arbitration_dataset/images/size/size_0454_std.png,visual_counterfact
size_0455,size,oven,"Which is bigger, the oven?",fish,oven,arbitration_dataset/images/size/size_0455_cf.png,arbitration_dataset/images/size/size_0455_std.png,visual_counterfact
size_0456,size,owl,"Which is bigger, the owl?",lime,owl,arbitration_dataset/images/size/size_0456_cf.png,arbitration_dataset/images/size/size_0456_std.png,visual_counterfact
size_0457,size,owl,"Which is bigger, the owl?",owl,barn,arbitration_dataset/images/size/size_0457_cf.png,arbitration_dataset/images/size/size_0457_std.png,visual_counterfact
size_0458,size,ox,"Which is bigger, the ox?",ox,birch,arbitration_dataset/images/size/size_0458_cf.png,arbitration_dataset/images/size/size_0458_std.png,visual_counterfact
size_0459,size,ox,"Which is bigger, the ox?",flute,ox,arbitration_dataset/images/size/size_0459_cf.png,arbitration_dataset/images/size/size_0459_std.png,visual_counterfact
size_0460,size,oystercatcher,"Which is bigger, the oystercatcher?",oystercatcher,fireboat,arbitration_dataset/images/size/size_0460_cf.png,arbitration_dataset/images/size/size_0460_std.png,visual_counterfact
size_0461,size,oystercatcher,"Which is bigger, the oystercatcher?",golf ball,oystercatcher,arbitration_dataset/images/size/size_0461_cf.png,arbitration_dataset/images/size/size_0461_std.png,visual_counterfact
size_0462,size,panda,"Which is bigger, the panda?",panda,rocket,arbitration_dataset/images/size/size_0462_cf.png,arbitration_dataset/images/size/size_0462_std.png,visual_counterfact
size_0463,size,panther,"Which is bigger, the panther?",salamander,panther,arbitration_dataset/images/size/size_0463_cf.png,arbitration_dataset/images/size/size_0463_std.png,visual_counterfact
size_0464,size,panther,"Which is bigger, the panther?",panther,rocket,arbitration_dataset/images/size/size_0464_cf.png,arbitration_dataset/images/size/size_0464_std.png,visual_counterfact
size_0465,size,paper towel,"Which is bigger, the paper towel?",lacewing,paper towel,arbitration_dataset/images/size/size_0465_cf.png,arbitration_dataset/images/size/size_0465_std.png,visual_counterfact
size_0466,size,parakeet,"Which is bigger, the parakeet?",parakeet,camel,arbitration_dataset/images/size/size_0466_cf.png,arbitration_dataset/images/size/size_0466_std.png,visual_counterfact
